a (km),e,i (rad),RAAN (rad),argp (rad),nu (rad),mass (kg)
6999.951252543905,0.02004082840846953,0.8901057050812108,5.477800320097502,0.002357185649528569,2.9813581979944996,499.9873080393606
6999.91446719199,0.020046264881118415,0.8901040793541796,5.47774822593069,0.0024089218957874196,3.043520973066804,499.9868073557404
6999.91446719199,0.020046264881118415,0.8901040793541796,5.477693299305516,0.002451700595818843,3.105678929627099,499.9868073557404
6999.91446719199,0.020046264881118415,0.8901040793541796,5.4776383726803415,0.002494479295850266,3.1678312128083004,499.9868073557404
6999.988944185546,0.02003530574721829,0.8901062799353789,5.47758081819898,0.0026134339532224676,3.2299132879396075,499.9859696685089
7000.020315512278,0.020030804799706325,0.8901117488193102,5.4775201310756065,0.002618077600812122,3.292125824381378,499.98503303624
7000.026128594061,0.02002918981636861,0.890108310233434,5.47746839460898,0.0028554854093061966,3.354123736584426,499.9842760864332
6999.969816685572,0.020037516178368638,0.8901117494035384,5.477410683156255,0.0029276637362915733,3.416323875047127,499.98351736928635
6999.969816685572,0.020037516178368638,0.8901117494035384,5.477355758609912,0.0029704395854739667,3.478594473279619,499.98351736928635
7000.053083586387,0.02002814044958013,0.8901125847343808,5.4773003325366965,0.002557051350736714,3.5413741503235263,499.9824976877309
7000.060705284585,0.020024708220622453,0.8901178959693336,5.477242720005097,0.0028304442009402055,3.6035303548816673,499.98147800825507
7000.126624215632,0.020017969226694198,0.890123099052186,5.477185635481889,0.0024971037959776493,3.6663639361093012,499.98045833085877
7000.050284011547,0.02002480777237676,0.8901198032299046,5.477131798896503,0.0030294054044544536,3.7284094976259237,499.9794386555421
7000.015861079115,0.020028600884650673,0.8901241113967315,5.4770758219255615,0.003236102467448739,3.7908700541540723,499.97879700731164
7000.012992750811,0.020028545990674353,0.8901236536485961,5.477020973795459,0.0033140419110488516,3.853555211035586,499.97869904845834
7000.012992750811,0.020028545990674353,0.8901236536485961,5.476966051281708,0.0033568142654833307,3.916380252228799,499.97869904845834
7000.030879067774,0.02002842397796699,0.8901259181251938,5.476911129321954,0.0032308133650208754,3.979486485014694,499.9782627500238
7000.136939867148,0.020017406575084957,0.8901246471904096,5.476856105113049,0.0027323545326521028,4.043085240985881,499.9772430791848
7000.079769959669,0.020019226233764068,0.8901252984123009,5.4768012919176945,0.003213869307811522,4.105830631225296,499.9765322451441
7000.079769959669,0.020019226233764068,0.8901252984123009,5.4767463713902504,0.0032566398512248232,4.169147790394121,499.9765322451441
7000.042917080612,0.02002651383132639,0.8901201862771567,5.47668975126478,0.003411224886207116,4.232493229342383,499.97551257783437
7000.042917080612,0.02002651383132639,0.8901201862771567,5.476634829346554,0.0034539973336946053,4.29609399729083,499.97551257783437
7000.042917080612,0.02002651383132639,0.8901201862771567,5.476579907428329,0.003496769781182094,4.359844456788148,499.97551257783437
7000.03553622065,0.020029445372416133,0.8901171874188931,5.476523151908062,0.003553344871846107,4.423736406213974,499.9749595047036
7000.004990663155,0.02003199254411843,0.8901191386665255,5.476469624982086,0.0037911429528136183,4.487603069786852,499.9745123602097
7000.004990663155,0.02003199254411843,0.8901191386665255,5.476414701927188,0.0038339164537684245,4.551826918979896,499.9745123602097
7000.004990663155,0.02003199254411843,0.8901191386665255,5.476359778872289,0.0038766899547232306,4.616214780705898,499.9745123602097
6999.957753353879,0.020029465573960084,0.8901184624551248,5.476304122475396,0.004260055295542232,4.680428419175203,499.9739364241982
6999.957753353879,0.020029465573960084,0.8901184624551248,5.47624919808853,0.004302829942418227,4.745149413602565,499.9739364241982
6999.957753353879,0.020029465573960084,0.8901184624551248,5.476194273701664,0.004345604589294221,4.810038383242211,499.9739364241982
6999.957753353879,0.020029465573960084,0.8901184624551248,5.476139349314798,0.004388379236170217,4.87509526756937,499.9739364241982
6999.859353084556,0.02003010523167075,0.8901181020241649,5.476083762997425,0.005157206879197507,4.9395934250467795,499.9729167621824
6999.859353084556,0.02003010523167075,0.8901181020241649,5.476028835880906,0.005199983709791776,5.00498263967224,499.9729167621824
6999.859353084556,0.02003010523167075,0.8901181020241649,5.475973908764387,0.005242760540386044,5.070535267857993,499.9729167621824
6999.8788101158225,0.02002829056842092,0.8901193949091414,5.4759227460690365,0.005090622755092547,5.136440914409201,499.9723078907732
6999.966701300385,0.020035348214212975,0.8901209188544911,5.475873191863663,0.004614624158226863,5.202826343728633,499.97130444221546
6999.946704178151,0.020033350844999034,0.8901207347250287,5.475817455764971,0.004761967819321247,5.268744702681183,499.97108797925733
6999.932266140085,0.020031650839515414,0.8901206650244229,5.4757621261521905,0.004869331705321844,5.334849735218718,499.9709264566069
6999.99466444963,0.02003398789243569,0.8901201699339378,5.475703032508912,0.004442255557328066,5.401632799810647,499.9700483718239
6999.993356235008,0.02003384280331305,0.8901201776244757,5.475648225269717,0.004490778077636174,5.468072192872713,499.9700312818304
6999.93997020925,0.02002506429110038,0.8901200860511214,5.475586986165123,0.0046188474890130615,5.5345631516865765,499.96901162777897
6999.93997020925,0.02002506429110038,0.8901200860511214,5.475532061419384,0.004661622154626607,5.601254547761339,499.96901162777897
6999.93997020925,0.02002506429110038,0.8901200860511214,5.475477136673644,0.004704396820240152,5.668056641354879,499.96901162777897
6999.93997020925,0.02002506429110038,0.8901200860511214,5.475422211927905,0.004747171485853698,5.734960325414394,499.96901162777897
6999.971167915393,0.020027578000855483,0.8901213860983486,5.475360691669526,0.004566533738864067,5.802183591390344,499.968185900076
6999.971167915393,0.020027578000855483,0.8901213860983486,5.4753057678576615,0.004609307468403592,5.869261168390359,499.968185900076
6999.970709879456,0.020027396716522934,0.8901212032983531,5.47525142863268,0.004637041161909848,5.936424645379678,499.96810836695846
6999.970709879456,0.020027396716522934,0.8901212032983531,5.475196504796635,0.004679814939637057,6.003633724499664,499.96810836695846
6999.872589346143,0.020013488617791154,0.890122748930104,5.4751380803604235,0.004771870944505837,6.070844491180813,499.9670887168287
6999.867766022635,0.02001276630482544,0.8901229063143187,5.475082847533305,0.004804212322850735,6.138150163085769,499.96701715215096
6999.867766022635,0.02001276630482544,0.8901229063143187,5.475027921050012,0.004846987888696683,6.205470885337412,499.96701715215096
6999.867766022635,0.02001276630482544,0.8901229063143187,5.47497299456672,0.00488976345454263,6.272805412528435,499.96701715215096
6999.938436851028,0.02002267325830582,0.8901186251205374,5.474923572604914,0.004901533672115587,6.340169489061542,499.96599750424656
6999.938436851028,0.02002267325830582,0.8901186251205374,5.474868647728498,0.00494430867412537,6.40749605526749,499.96599750424656
6999.938436851028,0.02002267325830582,0.8901186251205374,5.4748137228520815,0.004987083676135154,6.474800569134452,499.96599750424656
6999.938436851028,0.02002267325830582,0.8901186251205374,5.474758797975666,0.005029858678144938,6.542071232581296,499.96599750424656
6999.938436851028,0.02002267325830582,0.8901186251205374,5.474703873099249,0.005072633680154721,6.609296433080991,499.96599750424656
6999.938436851028,0.02002267325830582,0.8901186251205374,5.474648948222833,0.005115408682164504,6.676464806343037,499.96599750424656
6999.981664334256,0.02002981384229424,0.8901170262232002,5.474594849659948,0.005096836684849192,6.743626216497535,499.9653139318037
7000.059455336411,0.0200382289084069,0.8901183684116787,5.474539364464073,0.00551423992339022,6.810274203103022,499.96451053566165
7000.153833416148,0.020047856520346168,0.89011555069936,5.47448536341442,0.006040918033622808,6.876723519514978,499.9634908928693
7000.183096119112,0.020053562730644466,0.8901092913199271,5.474431924361019,0.006031236759618861,6.943610473235052,499.9624712521565
7000.172250878396,0.020053482071215347,0.8901110236055819,5.474376748049669,0.0059566147386456636,7.01045553039584,499.9621346054637
7000.176531669293,0.02005647724257006,0.8901072650456258,5.474322062084324,0.005878357403024693,7.077187171008996,499.9614412710519
7000.176531669293,0.02005647724257006,0.8901072650456258,5.474267142826835,0.005921129853294354,7.1436730555624415,499.9614412710519
7000.176531669293,0.02005647724257006,0.8901072650456258,5.474212223569347,0.005963902303564014,7.210026557667369,499.9614412710519
7000.238384683776,0.020062131859369087,0.8901031495277973,5.47415650029945,0.006339646646165131,7.275908522383665,499.9606586304936
7000.256166470205,0.020064448634784685,0.890103749141242,5.474101752548466,0.006456395565349108,7.341903687408199,499.9604246220596
7000.256166470205,0.020064448634784685,0.890103749141242,5.474046835204034,0.006499167090249996,7.407822167203226,499.9604246220596
7000.256166470205,0.020064448634784685,0.890103749141242,5.473991917859603,0.006541938615150884,7.47358512176582,499.9604246220596
7000.256166470205,0.020064448634784685,0.890103749141242,5.473937000515171,0.006584710140051772,7.53918857205215,499.9604246220596
7000.256166470205,0.020064448634784685,0.890103749141242,5.473882083170739,0.00662748166495266,7.604629279911228,499.9604246220596
7000.256166470205,0.020064448634784685,0.890103749141242,5.473827165826308,0.006670253189853548,7.669904749930933,499.9604246220596
7000.256166470205,0.020064448634784685,0.890103749141242,5.473772248481877,0.006713024714754436,7.735013227286469,499.9604246220596
7000.267020344495,0.02005690214066561,0.890102597344359,5.473716145405163,0.006882062516609453,7.799828212758854,499.95940498760024
7000.267020344495,0.02005690214066561,0.890102597344359,5.473661228313912,0.006924834029272903,7.864600494094696,499.95940498760024
7000.267020344495,0.02005690214066561,0.890102597344359,5.47360631122266,0.006967605541936354,7.929204948299068,499.95940498760024
7000.267020344495,0.02005690214066561,0.890102597344359,5.47355139413141,0.007010377054599805,7.993642688589706,499.95940498760024
7000.267020344495,0.02005690214066561,0.890102597344359,5.473496477040158,0.007053148567263256,8.057915507182907,499.95940498760024
7000.290759105508,0.020059921916912134,0.8901047004271668,5.473445747218906,0.007296322200475039,8.12182286439007,499.9586749474233
7000.290759105508,0.020059921916912134,0.8901047004271668,5.473390830908765,0.007339092767085311,8.185773900194198,499.9586749474233
7000.290759105508,0.020059921916912134,0.8901047004271668,5.473335914598624,0.007381863333695583,8.24956921715485,499.9586749474233
7000.283240964336,0.020061321727379892,0.8901048449503354,5.473281460523043,0.007394747109331088,8.31324267610164,499.9585158058987
7000.283240964336,0.020061321727379892,0.8901048449503354,5.473226544010106,0.007437517810679195,8.376739923852877,499.9585158058987
7000.283240964336,0.020061321727379892,0.8901048449503354,5.473171627497168,0.007480288512027302,8.440095949005235,499.9585158058987
7000.30522935338,0.020058265428360936,0.8901047965748478,5.473116391664425,0.007612246884911595,8.503227697265668,499.9582328123689
7000.30522935338,0.020058265428360936,0.8901047965748478,5.473061475765414,0.007655017115882323,8.566319501481564,499.9582328123689
7000.30522935338,0.020058265428360936,0.8901047965748478,5.473006559866402,0.007697787346853049,8.62928911943694,499.9582328123689
7000.37739135891,0.02005468123228188,0.8901048062428574,5.472954976123104,0.008294068688253371,8.691588306726004,499.95721318237963
7000.37739135891,0.02005468123228188,0.8901048062428574,5.472900062221834,0.008336837361768526,8.754335837710922,499.95721318237963
7000.395317371473,0.02005217844913185,0.8901045923569486,5.472847405382858,0.008429106735922308,8.81693299144783,499.9569203655961
7000.395317371473,0.02005217844913185,0.8901045923569486,5.472792491970277,0.008471875063173135,8.879489872360288,499.9569203655961
7000.324890620399,0.02006268706249064,0.890103314195102,5.472744116860039,0.008394255838532105,8.942080173044717,499.9559007382834
7000.295921306954,0.020064014410252982,0.8901016328607857,5.472695978055981,0.00809898739539008,9.004813859204566,499.9548811130502
7000.28948840854,0.020067435500177814,0.8901019348886656,5.4726400635679395,0.008422198922320715,9.06686905321093,499.9540385438247
7000.28948840854,0.020067435500177814,0.8901019348886656,5.472585147002238,0.008464970132038032,9.129148439848668,499.9540385438247
7000.28948840854,0.020067435500177814,0.8901019348886656,5.472530230436537,0.008507741341755349,9.19138163332526,499.9540385438247
7000.28948840854,0.020067435500177814,0.8901019348886656,5.472475313870835,0.008550512551472666,9.253578192727757,499.9540385438247
7000.32115099255,0.02006336354090759,0.8901034688489899,5.4724176320237135,0.008794956045347996,9.315547923964457,499.95341656432765
7000.291754653616,0.02006719365434354,0.8900999863106328,5.472368234921339,0.008548503579671973,9.377986113049442,499.95239694416074
7000.299443631601,0.020066122807601627,0.8900949118354855,5.4723204099931415,0.00873694042832162,9.439980966272044,499.95137732607327
7000.2659498828,0.02007104460359279,0.8900925627961547,5.472268392170595,0.00874027500941526,9.502165910656146,499.9508468540539
7000.2659498828,0.02007104460359279,0.8900925627961547,5.472213474307106,0.00878304873482014,9.564325392400853,499.9508468540539
7000.313691682886,0.020064037559776395,0.8900954095431115,5.47215582778618,0.008811550218971384,9.626522984797234,499.95020541175523
7000.313691682886,0.020064037559776395,0.8900954095431115,5.472100911457506,0.008854322291859253,9.688736419826906,499.95020541175523
7000.313691682886,0.020064037559776395,0.8900954095431115,5.472045995128832,0.008897094364747121,9.750991192752203,499.95020541175523
7000.313691682886,0.020064037559776395,0.8900954095431115,5.4719910788001584,0.00893986643763499,9.81329679577617,499.95020541175523
7000.313691682886,0.020064037559776395,0.8900954095431115,5.471936162471485,0.00898263851052286,9.875662566003875,499.95020541175523
7000.313691682886,0.020064037559776395,0.8900954095431115,5.471881246142811,0.00902541058341073,9.938097655507011,499.95020541175523
7000.313691682886,0.020064037559776395,0.8900954095431115,5.471826329814136,0.0090681826562986,10.000611001230444,499.95020541175523
7000.313691682886,0.020064037559776395,0.8900954095431115,5.471771413485461,0.009110954729186469,10.06321129474245,499.95020541175523
7000.322613197993,0.020061634859132316,0.8900932244653265,5.47171689830419,0.009196393612501312,10.125864051311806,499.94980166903923
7000.322613197993,0.020061634859132316,0.8900932244653265,5.47166198208289,0.009239165952615168,10.188663206765272,499.94980166903923
7000.2749101163035,0.02006656919176224,0.8900960772211739,5.471607005289633,0.00952336797775576,10.251332087960451,499.9492295184637
7000.2749101163035,0.02006656919176224,0.8900960772211739,5.471552087930237,0.009566140746219398,10.314360885292485,499.9492295184637
7000.2749101163035,0.02006656919176224,0.8900960772211739,5.471497170570841,0.009608913514683036,10.377515327519232,499.9492295184637
7000.2749101163035,0.02006656919176224,0.8900960772211739,5.471442253211446,0.009651686283146674,10.44080199647697,499.9492295184637
7000.2749101163035,0.02006656919176224,0.8900960772211739,5.47138733585205,0.009694459051610312,10.504227015590022,499.9492295184637
7000.295721660256,0.02006046334645857,0.8901016097335869,5.471334616523875,0.00970912056555772,10.56782279153428,499.948209906836
7000.295721660256,0.02006046334645857,0.8901016097335869,5.4712797001380125,0.009751891687420522,10.631540958059064,499.948209906836
7000.294964032699,0.02005544871166953,0.8901030248226126,5.471225611653718,0.009875503936903809,10.695331386879182,499.9475049847615
7000.294964032699,0.02005544871166953,0.8901030248226126,5.471170695365119,0.009918274755790948,10.759360770941257,499.9475049847615
7000.294964032699,0.02005544871166953,0.8901030248226126,5.47111577907652,0.009961045574678086,10.823551137082292,499.9475049847615
7000.327604722354,0.020056692043567345,0.8901090512768876,5.471066387354326,0.009760046162085461,10.888145628511884,499.94648537665086
7000.315725376541,0.020053732294658563,0.8901061632707242,5.471008445924324,0.009894626631581136,10.952575858496825,499.9458584904473
7000.312532567229,0.02005637289183856,0.8901042271477877,5.47095121911829,0.009965460740119109,11.01723668469352,499.9453781369337
7000.312532567229,0.02005637289183856,0.8901042271477877,5.470896303389528,0.010008230929927616,11.082092222902327,499.9453781369337
7000.270760447556,0.020056688453498717,0.8901042253571162,5.470841384314296,0.01035381245166825,11.146813034054738,499.9449689721669
7000.357176815028,0.02006146702523427,0.8901016134371366,5.470781842113677,0.009825434137434077,11.212578349080301,499.9439493692282
7000.389880332693,0.020066979399015424,0.8901034858575249,5.470730748107971,0.009705874054720016,11.278095969120745,499.94316135788404
7000.389880332693,0.020066979399015424,0.8901034858575249,5.47067583440584,0.009748642785145251,11.343617806875677,499.94316135788404
7000.389880332693,0.020066979399015424,0.8901034858575249,5.470620920703709,0.009791411515570485,11.409300849202744,499.94316135788404
7000.317431786355,0.020062971006557143,0.8901054407144905,5.470572565367394,0.010302142809415583,11.474669224921145,499.94219256523496
7000.358760153775,0.02006684186835087,0.8901075840034907,5.470526551880484,0.01011593842197221,11.540886234742034,499.9411729679586
7000.358760153775,0.02006684186835087,0.8901075840034907,5.47047163760244,0.010158706942915758,11.607028141734283,499.9411729679586
7000.358760153775,0.02006684186835087,0.8901075840034907,5.470416723324396,0.010201475463859305,11.673312426879297,499.9411729679586
7000.427059450257,0.02007649373461897,0.8901080376498429,5.470367526933579,0.010030832415291941,11.739942567505704,499.9401533727617
7000.427059450257,0.02007649373461897,0.8901080376498429,5.4703126145188925,0.010073599412170774,11.806491786168683,499.9401533727617
7000.364480153898,0.02006876983346922,0.8901081723093749,5.470252153098393,0.010343633079915752,11.872937994696255,499.93932908873296
7000.31694765978,0.020062265634668407,0.8901079629555724,5.470199986349678,0.010506039251923921,11.93959880423315,499.938757661971
7000.309542145338,0.020061112029233937,0.8901079248192661,5.470145366599577,0.010555021958357285,12.006477858598235,499.9386579352963
7000.375302344796,0.02006877849288955,0.8901089667185116,5.470084763037088,0.010342125707142647,12.073716521777232,499.93781493682667
7000.33189774974,0.02006315546729259,0.8901068478717127,5.470038710249886,0.010496295899528912,12.140662771414494,499.9367953484782
7000.324216533814,0.0200628361354726,0.8901049807871821,5.4699900743300445,0.01064064410381347,12.207693594302462,499.9360696320274
7000.324216533814,0.0200628361354726,0.8901049807871821,5.4699351589447,0.010683413905146079,12.274892276785964,499.9360696320274
7000.324216533814,0.0200628361354726,0.8901049807871821,5.469880243559355,0.010726183706478688,12.342142065506758,499.9360696320274
7000.324216533814,0.0200628361354726,0.8901049807871821,5.46982532817401,0.010768953507811298,12.40943143816579,499.9360696320274
7000.324216533814,0.0200628361354726,0.8901049807871821,5.469770412788664,0.010811723309143907,12.476748655788583,499.9360696320274
7000.324216533814,0.0200628361354726,0.8901049807871821,5.469715497403318,0.010854493110476517,12.544081826475374,499.9360696320274
7000.324216533814,0.0200628361354726,0.8901049807871821,5.469660582017974,0.010897262911809126,12.611418970522884,499.9360696320274
7000.31998549207,0.020062410241210745,0.8901045494121845,5.469606168114401,0.01082926426902472,12.678858526135238,499.93577777353875
7000.232876895429,0.020050367384848798,0.8901006251621287,5.46955523066401,0.01077336922459028,12.746263578285026,499.9347581893449
7000.239157326874,0.02005164693314374,0.8900989582285236,5.469501780248507,0.010723872318084984,12.813631775475278,499.93438052039517
7000.239157326874,0.02005164693314374,0.8900989582285236,5.469446862168572,0.010766645185127818,12.880865111140523,499.93438052039517
7000.2876125939,0.020059145068344247,0.8901019157206874,5.469390032477997,0.010766215738538516,12.948087997615653,499.93363125336356
7000.287467035143,0.020058618205827838,0.8901007330456688,5.469335756714396,0.01086820293354621,13.015140857142995,499.9333941830199
7000.290821232312,0.020058892563658955,0.890100008583282,5.469281161038895,0.010935850236084775,13.082151380243221,499.93328179468307
7000.290821232312,0.020058892563658955,0.890100008583282,5.4692262444168245,0.010978621799015004,13.149099744711583,499.93328179468307
7000.290821232312,0.020058892563658955,0.890100008583282,5.469171327794754,0.011021393361945235,13.215950967412827,499.93328179468307
7000.290821232312,0.020058892563658955,0.890100008583282,5.469116411172683,0.011064164924875466,13.28269566283609,499.93328179468307
7000.290821232312,0.020058892563658955,0.890100008583282,5.469061494550612,0.011106936487805696,13.349325001714023,499.93328179468307
7000.220087212112,0.02005539556145571,0.8900990125615863,5.46900657393926,0.010622603722447816,13.416357685167709,499.9323818890426
7000.220087212112,0.02005539556145571,0.8900990125615863,5.468951655322857,0.01066537699859331,13.482731871578093,499.9323818890426
7000.194491449196,0.020049763497924835,0.8901013938107611,5.468897153388575,0.01069614375276214,13.548979583696765,499.931698172174
7000.194491449196,0.020049763497924835,0.8901013938107611,5.468842234255655,0.010738917048817218,13.615071108821006,499.931698172174
7000.1378200909985,0.020049822517612097,0.8901062982960725,5.46878904450303,0.010317322363449007,13.681475850667931,499.9306785963002
7000.1378200909985,0.020049822517612097,0.8901062982960725,5.468734124146312,0.010360095825069221,13.747262406319516,499.9306785963002
7000.1378200909985,0.020049822517612097,0.8901062982960725,5.468679203789595,0.010402869286689436,13.812890098555156,499.9306785963002
7000.149681382806,0.02005640562351169,0.8901035725073001,5.468622524908287,0.010423126057239749,13.87837922147644,499.9297603769564
7000.149681382806,0.02005640562351169,0.8901035725073001,5.468567604663403,0.010465899869477524,13.943679889606708,499.9297603769564
7000.149681382806,0.02005640562351169,0.8901035725073001,5.46851268441852,0.010508673681715298,14.008813832966808,499.9297603769564
7000.149681382806,0.02005640562351169,0.8901035725073001,5.468457764173636,0.010551447493953073,14.073779926025512,499.9297603769564
7000.229784837531,0.020062467549233656,0.8901030983821983,5.468402304702588,0.011143967119372534,14.138028536536343,499.9287408050346
7000.229784837531,0.020062467549233656,0.8901030983821983,5.468347386598375,0.011186739340514115,14.202658758443233,499.9287408050346
7000.229784837531,0.020062467549233656,0.8901030983821983,5.4682924684941625,0.011229511561655697,14.26712200570701,499.9287408050346
7000.229784837531,0.020062467549233656,0.8901030983821983,5.468237550389949,0.011272283782797278,14.331419970090877,499.9287408050346
7000.229784837531,0.020062467549233656,0.8901030983821983,5.468182632285736,0.01131505600393886,14.39555500538733,499.9287408050346
7000.229784837531,0.020062467549233656,0.8901030983821983,5.468127714181524,0.011357828225080442,14.459530105287618,499.9287408050346
7000.229784837531,0.020062467549233656,0.8901030983821983,5.46807279607731,0.011400600446222025,14.523348879448205,499.9287408050346
7000.229784837531,0.020062467549233656,0.8901030983821983,5.468017877973097,0.011443372667363607,14.587015528015591,499.9287408050346
7000.176054716957,0.02006256172206462,0.8901043545529587,5.467967627150004,0.01105780365390878,14.650960102269442,499.92789579367525
7000.120554264267,0.020062869816140753,0.890103191044227,5.467907287141939,0.010655154419069347,14.714785831050627,499.9269620571703
7000.186849655469,0.02005409581603029,0.8901021856637481,5.467846182033171,0.01098681151620302,14.777741583468277,499.9259424909555
7000.121674992596,0.020056309881943808,0.8901028551512722,5.4677972465429425,0.010522226417819306,14.84135606750529,499.92492292682005
7000.176401646202,0.020047606639157136,0.8901024381961781,5.46773561692016,0.01071825247695673,14.90419482288387,499.9239033647639
7000.176571559198,0.020047584339749267,0.8901024384022419,5.467680712969666,0.01076164722425269,14.967066202478522,499.9239009957676
7000.13854645227,0.020050209399856193,0.8901024398973084,5.4676257510092166,0.010539466836082458,15.030094751458352,499.9234446969998
7000.222942263247,0.020037669001987696,0.8901022046723649,5.467573608125908,0.01077487671086642,15.092563603535488,499.92242513795844
